extended,latitude,longitude,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,individual,weaptype1,nkill,property,ishostkid,gname
0,-33.366238,-70.505302,0,0.0,1,0,3,14,2738,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,-26.160769,27.78543,0,0.0,1,0,3,3,275,0,6,0.0,1,0.0,African National Congress (South Africa)
0,43.291618,-1.977903,0,0.0,1,0,3,1,958,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,18.364195,81.892418,0,0.0,1,0,2,2,1472,0,5,0.0,-9,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,48.851688,37.613808,0,0.0,1,0,3,16,1735,0,6,0.0,-9,0.0,Donetsk People's Republic
0,7.301756,81.67473,0,0.0,1,0,2,14,2598,0,5,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,19.121472,81.868666,0,0.0,1,0,1,2,2965,0,5,1.0,0,1.0,Maoists
0,41.106178,28.689863,0,0.0,1,0,3,1,3061,0,6,0.0,1,0.0,Muslim extremists
0,47.117252,37.572659,1,0.0,1,0,3,4,1727,0,6,1.0,1,0.0,Donetsk People's Republic
0,36.715666,-4.275504,0,1.0,0,0,3,2,1081,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,11.840929,13.141459,0,0.0,1,0,2,2,1269,0,5,1.0,0,0.0,Boko Haram
0,7.00063,-76.26572,0,0.0,1,0,3,14,3889,0,6,6.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1,18.442701,1.411332,1,1.0,1,0,6,14,1259,0,5,1.0,0,1.0,Muslim extremists
0,33.370038,70.54496,0,0.0,1,1,3,4,1217,0,6,8.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,-32.949255,27.734962,0,0.0,1,0,1,3,275,0,6,0.0,1,0.0,African National Congress (South Africa)
0,6.941837,79.861687,0,0.0,1,1,3,1,765,0,6,90.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,40.465595,-3.696263,0,1.0,1,0,3,1,965,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,-11.967368,-76.978462,0,0.0,1,0,3,2,4790,0,5,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,2.059819,45.326115,0,0.0,1,1,3,2,821,0,6,6.0,1,0.0,Al-Shabaab
0,10.890928,13.627589,0,1.0,1,0,7,14,27,0,8,0.0,1,0.0,Boko Haram
0,31.147131,75.341218,0,1.0,1,0,1,14,4253,0,5,1.0,0,0.0,Sikh Extremists
0,34.006004,71.53743,0,0.0,1,0,3,7,4569,0,6,1.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,-0.357847,42.54665,0,0.0,1,0,3,3,175,0,6,0.0,-9,0.0,Al-Shabaab
0,28.002285,68.728009,0,1.0,1,1,3,15,215,0,6,2.0,-9,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,31.771599,35.2034,0,0.0,0,0,3,14,285,0,6,0.0,1,0.0,Palestinians
0,10.716471,123.516044,0,0.0,1,0,2,4,3383,0,5,3.0,-9,0.0,New People's Army (NPA)
0,1.045,-76.274167,0,0.0,1,0,3,21,3942,0,6,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,12.855878,74.888724,0,0.0,1,0,1,14,4363,0,5,8.0,0,0.0,Sikh Extremists
0,7.882318,-76.630626,0,1.0,1,0,2,2,3983,0,5,3.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,35.45211,44.375465,0,1.0,1,0,3,3,12,0,6,0.0,1,0.0,Al-Qaida in Iraq
0,11.974328,8.50026,0,0.0,1,1,3,8,1268,0,6,1.0,0,0.0,Boko Haram
0,25.314437,86.542191,0,0.0,1,0,7,19,1399,0,8,0.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,55.011562,-7.312045,0,0.0,1,0,1,4,2175,0,5,1.0,0,0.0,Irish Republican Army (IRA)
0,36.354145,43.14357,1,0.0,0,1,3,3,85,0,6,21.0,0,0.0,Islamic State of Iraq and the Levant (ISIL)
0,11.378289,-72.238173,1,0.0,1,0,2,4,48,0,5,12.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,13.491242,-88.173134,0,0.0,1,0,3,16,1810,0,6,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,-12.050934,-77.126044,0,0.0,1,0,3,1,765,0,6,1.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,13.498416,-89.52027,0,0.0,1,0,3,21,1761,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,33.403057,43.911865,0,1.0,1,0,3,14,818,0,6,1.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,-26.184113,28.033232,0,0.0,1,0,3,1,357,0,6,0.0,1,0.0,African National Congress (South Africa)
0,-11.161067,-75.99309,0,0.0,1,0,2,11,4096,0,5,12.0,1,0.0,Shining Path (SL)
0,43.258434,-2.921819,0,0.0,1,0,2,1,1089,0,5,0.0,0,0.0,Basque Fatherland and Freedom (ETA)
0,-11.967368,-76.978462,0,1.0,1,0,3,21,4751,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,15.325443,44.211895,0,0.0,0,0,1,3,689,0,5,0.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,29.390946,76.963502,0,0.0,1,0,2,14,4342,0,5,13.0,0,0.0,Sikh Extremists
0,43.222177,-2.885668,0,0.0,1,0,2,3,1022,0,5,2.0,0,0.0,Basque Fatherland and Freedom (ETA)
0,43.18418,-2.473289,0,0.0,1,0,1,3,981,0,5,1.0,0,0.0,Basque Fatherland and Freedom (ETA)
0,13.586484,44.024105,0,0.0,1,0,3,14,925,0,6,3.0,-9,0.0,Houthi extremists (Ansar Allah)
0,36.354145,43.14357,0,1.0,1,0,3,14,13,0,6,2.0,0,0.0,Al-Qaida in Iraq
0,33.528893,71.056122,0,0.0,1,0,3,19,4687,0,6,17.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,12.832581,45.027071,0,0.0,1,1,3,4,577,0,6,16.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,2.059819,45.326115,1,0.0,1,0,2,14,884,0,9,0.0,0,0.0,Al-Shabaab
0,7.166667,9.283333,0,1.0,1,0,2,14,27,0,8,3.0,1,0.0,Fulani extremists
0,-11.967368,-76.978462,0,1.0,1,0,3,2,4172,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,13.966953,44.002258,0,1.0,1,0,2,3,524,0,5,2.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,41.918891,8.737554,0,0.0,1,0,3,20,1619,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,7.331414,81.833366,0,0.0,1,0,2,14,2526,0,9,62.0,0,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,11.236522,14.126195,0,0.0,1,1,3,14,1265,0,6,2.0,-9,0.0,Boko Haram
0,-11.967368,-76.978462,0,0.0,1,0,3,7,4151,0,6,1.0,1,0.0,Shining Path (SL)
0,12.800014,-85.133347,0,0.0,1,0,2,2,3555,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,23.539264,84.52484,0,0.0,1,0,3,3,85,0,6,1.0,0,0.0,Maoists
0,36.298439,68.638029,0,0.0,1,0,2,14,931,0,5,13.0,0,0.0,Taliban
1,34.417122,70.449593,0,0.0,1,0,6,12,3068,0,5,0.0,0,1.0,Muslim extremists
0,22.408769,87.373316,0,1.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
0,32.489819,67.476772,0,0.0,1,0,3,4,1720,0,6,6.0,1,0.0,Taliban
0,-11.967368,-76.978462,0,0.0,1,0,3,2,4118,0,6,0.0,1,0.0,Shining Path (SL)
0,43.258434,-2.921819,0,0.0,1,0,2,3,1091,0,5,2.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,13.759041,-86.017217,0,0.0,1,0,2,4,1768,0,5,3.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,-26.810437,27.827077,0,1.0,1,0,3,1,284,0,6,1.0,1,0.0,African National Congress (South Africa)
0,13.063399,44.880882,0,0.0,1,0,1,4,752,0,5,1.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,12.379026,14.224362,0,0.0,1,0,2,15,1257,0,5,144.0,1,0.0,Boko Haram
0,7.083241,125.600998,0,0.0,1,0,6,4,3448,0,5,0.0,0,1.0,New People's Army (NPA)
0,11.873005,13.250529,0,0.0,0,1,3,14,1273,0,6,1.0,0,0.0,Boko Haram
0,34.231285,70.157865,0,0.0,1,0,2,3,92,0,5,1.0,1,0.0,Taliban
0,33.520717,44.024424,1,1.0,1,1,3,3,20,0,2,1.0,-9,0.0,Al-Qaida in Iraq
0,9.77026,122.467818,0,0.0,1,0,7,16,3372,0,8,0.0,1,0.0,New People's Army (NPA)
0,-36.816006,-73.037659,0,0.0,1,0,3,19,2735,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,26.809932,88.009847,0,0.0,1,0,2,8,2859,0,9,0.0,0,0.0,Maoists
0,13.357599,45.69648,0,0.0,1,0,3,4,219,0,6,0.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,10.340723,9.854051,0,0.0,1,0,3,1,587,0,6,11.0,1,0.0,Boko Haram
0,7.78811,6.729729,0,0.0,1,0,3,3,1209,0,6,1.0,1,0.0,Boko Haram
0,51.504387,-0.140041,0,0.0,1,0,2,4,497,1,9,1.0,0,0.0,Muslim extremists
0,42.815372,-1.653616,0,0.0,1,0,3,1,1076,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,13.130707,-85.971684,1,0.0,1,0,7,1,3579,0,5,12.0,1,0.0,Nicaraguan Democratic Force (FDN)
1,7.075778,125.587755,0,0.0,1,0,6,14,29,0,5,0.0,0,1.0,Abu Sayyaf Group (ASG)
0,-37.029655,-73.144447,0,0.0,0,0,3,2,2806,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,-12.38394,-76.136119,0,0.0,1,0,3,19,4114,0,6,0.0,1,0.0,Shining Path (SL)
0,13.586484,44.024105,0,1.0,1,0,3,14,925,0,6,0.0,-9,0.0,Houthi extremists (Ansar Allah)
0,21.320179,84.260115,0,0.0,1,0,2,14,6,0,5,5.0,0,0.0,Maoists
0,-33.366238,-70.505302,0,0.0,1,0,3,14,2793,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,48.064426,37.673248,0,0.0,1,0,2,4,48,0,6,1.0,0,0.0,Donetsk People's Republic
0,15.329201,-0.001457,0,0.0,1,0,6,14,27,0,5,4.0,0,1.0,Fulani extremists
0,18.487408,80.974881,1,0.0,1,0,3,4,12,0,6,0.0,0,0.0,Maoists
0,47.981647,37.762325,0,0.0,1,0,3,19,1704,0,6,2.0,1,0.0,Donetsk People's Republic
0,10.413711,-75.533549,0,0.0,1,0,3,3,559,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,3.810951,43.246506,0,0.0,1,0,3,1,512,0,6,6.0,1,0.0,Al-Shabaab
0,34.623611,70.603333,1,0.0,1,0,2,14,13,0,5,0.0,-9,0.0,Taliban
0,24.891115,67.143311,0,1.0,1,0,3,14,13,0,6,3.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,7.350826,8.836276,0,1.0,1,0,2,14,27,0,5,1.0,0,0.0,Fulani extremists
0,27.929867,30.838026,0,0.0,0,0,1,15,3095,0,5,0.0,1,0.0,Muslim extremists
0,-33.366238,-70.505302,0,0.0,1,0,3,14,2790,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,35.45211,44.375465,0,0.0,1,1,3,4,2288,0,6,7.0,-9,0.0,Islamic State of Iraq and the Levant (ISIL)
0,0.66643,-76.87192,0,0.0,1,0,3,21,3923,0,6,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,36.50589,42.375995,0,0.0,1,1,3,4,2333,0,6,12.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,-11.967368,-76.978462,0,1.0,1,0,3,9,4811,0,6,1.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,12.491701,13.212083,0,1.0,1,0,2,14,27,0,5,4.0,1,0.0,Boko Haram
0,13.69288,-89.199161,0,0.0,1,0,7,2,1798,0,8,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,14.483333,46.416667,0,0.0,1,0,2,4,20,0,5,4.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,13.802046,-87.896732,0,0.0,1,0,2,4,562,0,5,14.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,-26.184113,28.033232,0,0.0,1,0,3,19,356,0,6,0.0,1,0.0,African National Congress (South Africa)
0,35.595943,43.24268,0,1.0,1,0,3,14,1291,0,6,1.0,-9,0.0,Islamic State of Iraq and the Levant (ISIL)
0,13.69288,-89.199161,0,0.0,1,0,2,14,1823,0,5,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,19.20001,80.338021,0,0.0,1,0,2,14,1424,0,9,1.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,47.942608,37.505135,0,0.0,0,0,6,14,1719,0,5,0.0,0,0.0,Donetsk People's Republic
0,30.898024,75.860077,0,0.0,1,0,3,2,4360,0,6,1.0,1,0.0,Sikh Extremists
1,33.239717,65.45986,0,0.0,1,0,6,14,4458,0,5,0.0,0,1.0,Taliban
0,-11.967368,-76.978462,0,1.0,1,0,3,1,1573,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,34.007206,71.983078,0,0.0,1,0,3,4,4565,0,6,0.0,-9,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,26.171689,91.743196,0,0.0,1,0,2,3,12,0,5,1.0,0,0.0,Maoists
0,43.258434,-2.921819,0,0.0,1,0,3,1,1043,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,32.896839,21.965679,0,0.0,1,0,2,3,20,0,6,3.0,0,0.0,Muslim extremists
0,33.594013,73.069077,0,1.0,1,0,2,14,554,0,5,3.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,6.941837,79.861687,0,0.0,1,0,1,17,2515,0,5,2.0,0,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,-18.006645,-70.246245,0,0.0,1,0,3,15,4174,0,6,0.0,1,0.0,Shining Path (SL)
0,41.918891,8.737554,0,1.0,1,0,3,1,1088,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,54.607712,-5.95621,0,0.0,1,0,3,3,2088,0,6,1.0,1,0.0,Irish Republican Army (IRA)
0,37.519392,42.461042,1,0.0,1,0,6,14,2433,0,5,0.0,0,1.0,Kurdistan Workers' Party (PKK)
0,7.657429,9.771966,0,1.0,1,0,2,14,27,0,5,2.0,1,0.0,Fulani extremists
0,8.980118,79.912462,0,0.0,1,0,3,3,2615,0,6,1.0,0,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,8.8245,81.0955,0,0.0,1,0,3,3,2530,0,6,2.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,33.888523,35.503513,0,0.0,1,0,3,2,3622,0,6,0.0,1,0.0,Palestinians
0,12.370783,14.41828,0,1.0,1,0,2,14,27,0,5,0.0,0,0.0,Boko Haram
0,8.577826,81.218719,0,0.0,1,0,3,14,1065,0,6,6.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,9.814937,80.16608,0,0.0,1,0,2,4,2612,0,5,35.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,51.504387,-0.140041,0,0.0,0,0,1,12,2209,0,6,0.0,0,0.0,Irish Republican Army (IRA)
0,10.652655,12.911669,0,0.0,1,0,2,14,486,0,5,15.0,1,0.0,Boko Haram
0,10.030051,8.799994,0,1.0,1,0,2,14,27,0,5,9.0,-9,0.0,Fulani extremists
0,32.61797,65.872375,0,0.0,1,0,2,17,4474,0,5,1.0,0,0.0,Taliban
0,2.059819,45.326115,0,0.0,1,0,1,4,840,0,5,1.0,0,0.0,Al-Shabaab
0,32.222271,35.253506,0,0.0,1,0,1,14,3710,0,9,1.0,0,0.0,Palestinians
0,31.126646,33.800865,0,1.0,1,0,2,4,20,0,6,1.0,1,0.0,Muslim extremists
0,54.842824,-6.667731,0,0.0,0,0,1,4,2213,0,6,0.0,1,0.0,Irish Republican Army (IRA)
0,7.915712,81.521285,0,0.0,1,0,3,14,2607,0,6,2.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,19.974869,81.053303,0,0.0,1,0,6,2,2930,0,5,1.0,0,1.0,Maoists
0,34.109802,71.171071,1,0.0,1,0,2,4,2901,0,5,8.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,2.58328,-75.449375,0,0.0,1,0,2,2,3980,0,5,1.0,-9,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,14.152916,-85.07312,1,0.0,1,0,2,4,1762,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,47.098835,37.81987,1,1.0,1,0,2,4,48,0,6,0.0,0,0.0,Donetsk People's Republic
0,4.17871,-74.42302,0,0.0,1,0,3,21,3148,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1,34.006004,71.53743,1,1.0,1,0,6,3,2901,0,6,8.0,-9,1.0,Tehrik-i-Taliban Pakistan (TTP)
0,10.333818,-73.181276,0,0.0,1,0,2,3,1106,0,5,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,45.469212,9.174508,0,0.0,1,0,3,1,1099,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,-29.861824,31.008293,0,0.0,1,0,3,21,276,0,6,0.0,1,0.0,African National Congress (South Africa)
0,37.570354,44.282055,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Kurdistan Workers' Party (PKK)
0,-14.200556,-71.436667,0,0.0,1,0,1,14,3847,0,5,4.0,0,0.0,Shining Path (SL)
0,31.771599,35.2034,0,0.0,1,0,8,2,3676,0,2,0.0,1,0.0,Palestinians
0,13.586484,44.024105,0,1.0,1,0,3,14,1291,0,6,0.0,-9,0.0,Houthi extremists (Ansar Allah)
0,18.435465,79.129664,0,1.0,1,0,2,14,1450,0,5,1.0,-9,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,54.607712,-5.95621,0,0.0,1,0,3,1,2064,0,6,1.0,1,0.0,Irish Republican Army (IRA)
0,8.402925,-75.899867,0,0.0,1,0,2,4,1762,0,5,3.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,12.688718,-86.112515,1,0.0,1,0,7,1,3582,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,2.11317,-74.76918,0,0.0,1,0,2,4,3953,0,5,1.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,-29.941403,30.939766,0,0.0,1,0,3,3,298,0,6,0.0,1,0.0,African National Congress (South Africa)
0,33.303566,44.371773,0,1.0,1,0,3,1,542,0,6,0.0,0,0.0,Al-Qaida in Iraq
0,31.771599,35.2034,0,0.0,1,0,7,14,3777,0,8,0.0,1,0.0,Palestinians
0,8.324973,81.30074,0,0.0,1,0,2,3,2510,0,5,1.0,0,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,7.894195,-72.503885,0,0.0,1,0,3,6,3178,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,30.898024,75.860077,0,0.0,1,0,1,1,4309,0,5,3.0,0,0.0,Sikh Extremists
0,48.856644,2.34233,0,0.0,1,0,3,2,1589,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,6.893792,122.167579,0,1.0,0,0,1,2,91,0,6,0.0,1,0.0,Abu Sayyaf Group (ASG)
0,31.308194,34.287996,1,0.0,1,0,2,4,12,0,5,0.0,1,0.0,Palestinians
0,33.953178,44.206818,0,0.0,0,1,3,14,27,0,6,2.0,0,0.0,Islamic State of Iraq and the Levant (ISIL)
0,34.555417,71.258097,0,0.0,1,0,3,14,4666,0,6,0.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,18.364195,81.892418,0,0.0,1,0,2,14,1312,0,5,1.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,6.050458,121.012245,0,0.0,1,0,3,15,90,0,6,0.0,1,0.0,Abu Sayyaf Group (ASG)
0,2.059819,45.326115,0,0.0,1,0,3,11,907,0,6,2.0,1,0.0,Al-Shabaab
0,10.749466,12.151123,0,0.0,1,0,2,14,205,0,5,25.0,1,0.0,Boko Haram
0,6.549955,121.883153,0,0.0,1,0,2,4,185,0,5,1.0,0,0.0,Abu Sayyaf Group (ASG)
0,7.515731,123.172442,0,0.0,1,0,2,4,3325,0,5,4.0,1,0.0,New People's Army (NPA)
1,7.353332,6.110294,0,0.0,1,0,6,3,1923,0,5,0.0,0,1.0,Fulani extremists
0,7.116294,-73.120026,0,0.0,1,0,3,15,2773,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,13.887403,45.863647,0,0.0,0,0,1,17,701,0,6,0.0,-9,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,48.730804,37.574596,0,1.0,1,0,3,4,524,0,6,4.0,1,0.0,Donetsk People's Republic
0,6.955747,79.923695,0,0.0,0,0,3,19,2582,0,6,0.0,0,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,3.938715,41.844707,0,0.0,0,0,1,2,857,0,6,0.0,1,0.0,Al-Shabaab
0,3.420628,-76.522119,0,0.0,1,0,1,2,3892,0,5,2.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,42.84964,-2.692359,0,0.0,1,0,3,8,80,0,6,1.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,13.985013,45.558479,0,0.0,1,0,2,3,559,0,5,2.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,-26.184113,28.033232,0,0.0,1,0,3,2,312,0,6,3.0,1,0.0,African National Congress (South Africa)
0,35.45211,44.375465,0,1.0,1,1,3,4,551,0,6,4.0,-9,0.0,Al-Qaida in Iraq
0,-11.967368,-76.978462,0,0.0,1,0,3,15,90,0,6,1.0,1,0.0,Shining Path (SL)
0,-13.152712,-74.218628,0,0.0,1,0,2,3,4117,0,5,0.0,1,0.0,Shining Path (SL)
0,15.325443,44.211895,0,0.0,0,0,6,2,1965,0,5,2.0,0,1.0,Houthi extremists (Ansar Allah)
0,13.24111,-87.96,0,0.0,1,0,3,4,1762,0,5,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,-11.967368,-76.978462,0,0.0,1,0,1,7,4842,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,34.208416,43.890713,0,0.0,1,0,3,15,570,0,6,0.0,1,0.0,Al-Qaida in Iraq
1,18.18151,81.948026,0,0.0,1,0,2,14,1346,0,5,1.0,0,1.0,Communist Party of India - Maoist (CPI-Maoist)
0,-11.967368,-76.978462,0,1.0,1,0,3,14,4152,0,6,0.0,1,0.0,Shining Path (SL)
0,36.354145,43.14357,0,0.0,1,0,3,4,1720,0,6,2.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,-11.967368,-76.978462,0,1.0,1,0,3,1,4829,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,2.082062,45.207493,1,0.0,1,0,3,4,844,0,6,1.0,1,0.0,Al-Shabaab
0,-8.337871,-74.594432,0,0.0,1,0,1,2,4146,0,5,1.0,0,0.0,Shining Path (SL)
