extended,latitude,longitude,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,individual,weaptype1,nkill,property,ishostkid,gname
0,31.633979,74.872264,0,0.0,1,0,1,1,1633,0,5,1.0,0,0.0,Sikh Extremists
0,12.765967,43.5174,0,0.0,1,0,3,4,769,0,6,0.0,1,0.0,Houthi extremists (Ansar Allah)
0,47.981647,37.762325,0,0.0,1,0,3,19,650,0,6,2.0,1,0.0,Donetsk People's Republic
0,13.495364,-88.979678,0,0.0,1,0,3,21,674,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,-26.184113,28.033232,0,0.0,1,0,3,4,108,0,6,0.0,1,0.0,African National Congress (South Africa)
0,33.303566,44.371773,0,0.0,1,0,3,14,890,0,6,2.0,-9,0.0,Islamic State of Iraq and the Levant (ISIL)
0,33.74324,44.623825,0,0.0,1,0,3,14,190,0,6,0.0,1,0.0,Al-Qaida in Iraq
0,8.75392,7.964677,0,1.0,1,0,7,14,27,0,8,2.0,1,0.0,Fulani extremists
0,54.607712,-5.95621,0,0.0,1,0,1,14,784,0,5,1.0,0,0.0,Irish Republican Army (IRA)
0,4.120602,43.890526,1,0.0,1,0,2,19,296,0,5,5.0,1,0.0,Al-Shabaab
0,41.106178,28.689863,0,0.0,0,1,3,1,888,0,6,0.0,0,0.0,Islamic State of Iraq and the Levant (ISIL)
0,54.296399,-7.871465,0,0.0,1,0,3,4,787,0,6,1.0,1,0.0,Irish Republican Army (IRA)
0,41.634202,-1.27299,0,0.0,1,0,3,19,395,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,43.003305,-2.612578,0,0.0,1,0,2,4,369,0,5,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,34.965592,71.822004,0,0.0,1,0,2,14,1732,0,5,1.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,3.40001,-76.23336,0,0.0,1,0,2,3,1480,0,5,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,-29.861824,31.008293,0,0.0,1,0,3,21,97,0,6,1.0,1,0.0,African National Congress (South Africa)
0,23.264121,85.644772,0,0.0,1,0,2,3,507,0,5,5.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,22.907721,85.935565,0,0.0,1,0,7,1,514,0,5,0.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,33.693947,45.067425,0,1.0,1,0,3,3,872,0,6,0.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,54.607712,-5.95621,0,0.0,1,0,1,14,817,0,5,1.0,0,0.0,Irish Republican Army (IRA)
0,31.619314,65.050156,0,1.0,1,0,2,3,234,0,5,22.0,-9,0.0,Taliban
0,34.006004,71.53743,0,0.0,1,0,3,14,1735,0,6,0.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,13.83553,-88.985462,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,7.047112,8.591723,0,1.0,1,0,2,8,733,0,5,2.0,-9,0.0,Fulani extremists
0,32.726602,74.857026,0,0.0,1,0,2,8,1648,0,5,0.0,1,0.0,Sikh Extremists
0,2.535935,-75.52767,0,0.0,1,0,1,3,1503,0,5,2.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,34.229213,70.193208,0,1.0,1,0,2,4,1679,0,5,0.0,1,0.0,Taliban
0,-11.967368,-76.978462,0,1.0,1,0,3,10,1804,0,5,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,6.11622,125.169395,0,1.0,1,0,3,1,6,0,6,5.0,1,0.0,Abu Sayyaf Group (ASG)
0,10.806326,13.458091,0,0.0,1,0,3,4,250,0,6,45.0,-9,0.0,Boko Haram
0,39.550266,44.077301,0,0.0,1,0,2,4,332,0,5,4.0,1,0.0,Kurdistan Workers' Party (PKK)
0,7.116294,-73.120026,0,0.0,1,0,3,15,1203,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,48.856644,2.34233,0,0.0,1,0,3,1,590,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,16.766589,-3.002562,0,0.0,1,0,1,7,1158,0,5,3.0,0,0.0,Muslim extremists
0,32.443855,62.147739,0,1.0,1,0,2,4,48,0,6,1.0,1,0.0,Taliban
0,36.201721,37.14352,0,0.0,1,0,3,8,51,0,6,3.0,-9,0.0,Muslim extremists
0,17.408542,82.715443,1,0.0,1,0,3,3,1093,0,6,0.0,0,0.0,Maoists
1,22.577189,87.004942,0,0.0,1,0,6,14,545,0,5,0.0,0,1.0,Communist Party of India - Maoist (CPI-Maoist)
0,42.98542,47.450668,0,1.0,1,0,3,1,1164,0,6,0.0,0,0.0,Muslim extremists
0,6.41871,121.972443,0,0.0,1,0,3,1,37,0,6,0.0,-9,0.0,Abu Sayyaf Group (ASG)
0,33.457222,44.086389,0,1.0,1,0,2,3,20,0,5,4.0,0,0.0,Al-Qaida in Iraq
0,6.2675,-75.568611,0,0.0,1,0,3,21,1228,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,15.46591,45.293941,0,1.0,1,0,3,21,231,0,6,0.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,36.833508,38.000553,1,0.0,1,0,3,4,882,0,6,0.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,36.449268,8.436416,0,0.0,1,0,2,3,282,0,5,0.0,-9,0.0,Muslim extremists
0,-36.816006,-73.037659,0,1.0,1,0,3,1,1037,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,12.810234,-85.786635,0,0.0,1,0,2,4,672,0,5,75.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,13.586484,44.024105,0,0.0,1,0,3,14,447,0,6,1.0,-9,0.0,Houthi extremists (Ansar Allah)
0,13.746389,-86.709722,0,0.0,1,0,2,4,672,0,5,34.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,-11.967368,-76.978462,0,0.0,1,0,3,7,1808,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,55.011562,-7.312045,0,0.0,1,0,3,1,816,0,6,0.0,1,0.0,Irish Republican Army (IRA)
0,42.016854,9.403982,0,1.0,1,0,3,1,578,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,43.291618,-1.977903,0,0.0,1,0,1,4,368,0,5,1.0,0,0.0,Basque Fatherland and Freedom (ETA)
0,-11.967368,-76.978462,0,1.0,1,0,3,1,399,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,36.407394,42.964626,0,0.0,1,0,3,3,880,0,6,0.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,54.347539,-6.656108,0,0.0,1,0,3,4,803,0,6,1.0,1,0.0,Irish Republican Army (IRA)
0,12.825647,44.846416,0,0.0,1,1,3,4,217,0,6,11.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
1,21.4088,83.609535,0,0.0,1,0,6,14,1114,0,9,1.0,0,1.0,Maoists
0,17.938513,81.133357,1,0.0,1,0,2,4,1106,0,5,10.0,0,0.0,Maoists
0,10.663984,122.286655,0,0.0,1,0,3,4,59,0,6,0.0,1,0.0,New People's Army (NPA)
0,-33.366238,-70.505302,0,1.0,1,0,3,21,1035,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,11.840929,13.141459,0,1.0,1,1,3,14,177,0,6,4.0,1,0.0,Boko Haram
0,26.846709,80.946159,0,0.0,1,0,1,14,1616,0,5,3.0,0,0.0,Sikh Extremists
0,31.326015,75.576183,0,0.0,1,0,3,3,291,0,6,2.0,1,0.0,Sikh Extremists
0,-11.967368,-76.978462,1,1.0,1,0,3,9,1825,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,33.835629,44.247406,0,1.0,1,0,3,4,20,0,6,5.0,1,0.0,Al-Qaida in Iraq
0,12.49104,-86.28169,0,0.0,1,0,2,4,672,0,5,10.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,13.219398,45.307838,1,0.0,1,0,2,4,234,0,5,11.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,13.69288,-89.199161,0,0.0,1,0,3,1,695,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,32.469238,44.416637,0,0.0,1,1,3,3,200,0,6,34.0,-9,0.0,Al-Qaida in Iraq
0,31.250196,34.24128,0,1.0,1,0,2,3,20,0,5,1.0,0,0.0,Muslim extremists
0,13.447063,-88.556531,0,1.0,1,0,3,21,685,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
1,10.645108,13.484032,0,1.0,1,0,6,14,27,0,8,1.0,1,1.0,Boko Haram
0,7.561418,6.242905,0,0.0,1,0,2,3,12,0,5,3.0,0,0.0,Boko Haram
0,34.006004,71.53743,1,0.0,1,1,3,20,6,0,6,3.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,13.616667,-88.4,0,0.0,1,0,2,4,699,0,5,2.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,13.5,-88.866667,0,0.0,1,0,3,4,698,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,54.607712,-5.95621,0,0.0,1,0,1,14,823,0,5,1.0,0,0.0,Irish Republican Army (IRA)
0,16.8884,44.2738,0,0.0,1,0,8,8,742,0,9,0.0,0,0.0,Houthi extremists (Ansar Allah)
0,36.432888,37.442127,0,0.0,1,1,3,17,876,0,6,78.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,3.420628,-76.522119,0,0.0,1,0,1,2,1504,0,5,2.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,-11.967368,-76.978462,0,1.0,1,0,3,1,399,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,33.303566,44.371773,0,1.0,1,0,3,14,182,0,6,14.0,0,0.0,Al-Qaida in Iraq
0,8.499728,81.094412,0,0.0,1,0,2,4,672,0,5,3.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,33.303566,44.371773,0,1.0,1,0,3,14,13,0,6,0.0,0,0.0,Islamic State of Iraq and the Levant (ISIL)
0,6.46052,-71.72989,0,0.0,1,0,2,4,1214,0,5,1.0,1,0.0,National Liberation Army of Colombia (ELN)
0,23.893139,85.894669,0,0.0,1,0,3,14,515,0,6,0.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,31.662415,62.935134,0,0.0,1,0,3,4,48,0,6,0.0,0,0.0,Taliban
0,12.825647,44.846416,0,0.0,0,1,1,2,248,0,6,1.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,38.405134,42.109333,1,0.0,1,0,2,4,258,0,5,11.0,1,0.0,Kurdistan Workers' Party (PKK)
0,8.5922,81.196796,0,0.0,1,0,2,4,332,0,5,8.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,-0.100689,41.908362,0,0.0,1,0,3,4,312,0,6,0.0,1,0.0,Al-Shabaab
0,2.059819,45.326115,0,0.0,1,0,2,4,189,0,5,1.0,1,0.0,Al-Shabaab
0,34.417122,70.449593,0,0.0,1,0,3,12,1691,0,6,2.0,1,0.0,Taliban
0,33.303566,44.371773,0,1.0,1,0,3,14,13,0,6,6.0,1,0.0,Al-Qaida in Iraq
0,9.636866,8.499615,0,0.0,1,0,1,14,734,0,5,1.0,1,0.0,Fulani extremists
0,-33.366238,-70.505302,0,0.0,1,0,3,1,1051,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,7.816253,7.948115,0,1.0,1,0,2,14,27,0,5,2.0,1,0.0,Fulani extremists
0,4.787153,45.032951,0,0.0,1,0,7,1,315,0,8,0.0,1,0.0,Al-Shabaab
0,-33.366238,-70.505302,0,0.0,1,0,3,3,1026,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,43.291618,-1.977903,0,0.0,1,0,3,1,400,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,41.918891,8.737554,0,1.0,1,0,3,1,581,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,30.898024,75.860077,0,0.0,1,0,3,2,1064,0,6,1.0,1,0.0,Sikh Extremists
0,43.258434,-2.921819,0,0.0,1,0,3,1,372,0,6,0.0,-9,0.0,Basque Fatherland and Freedom (ETA)
0,36.158558,43.2551,0,1.0,1,0,3,3,886,0,6,0.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,6.700414,121.972557,0,1.0,1,0,3,2,25,0,6,3.0,1,0.0,Abu Sayyaf Group (ASG)
0,13.08268,80.270718,0,1.0,1,0,3,1,1160,0,6,0.0,1,0.0,Muslim extremists
0,34.623611,70.603333,1,0.0,1,0,2,14,13,0,5,0.0,-9,0.0,Taliban
0,10.6111,12.195,0,0.0,1,0,2,3,441,0,5,1.0,-9,0.0,Boko Haram
0,20.514853,80.904182,0,0.0,1,0,2,3,512,0,5,1.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,-26.184113,28.033232,0,0.0,1,0,3,2,104,0,6,0.0,1,0.0,African National Congress (South Africa)
0,6.050458,121.012245,0,0.0,1,0,3,1,13,0,6,2.0,1,0.0,Abu Sayyaf Group (ASG)
0,43.272167,-2.832167,0,0.0,1,0,7,19,398,0,8,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,54.607712,-5.95621,0,0.0,1,0,7,1,800,0,8,0.0,1,0.0,Irish Republican Army (IRA)
0,22.86775,86.944884,0,0.0,1,0,2,2,525,0,5,1.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,-0.357847,42.54665,0,0.0,1,0,3,2,249,0,6,0.0,1,0.0,Al-Shabaab
0,43.258434,-2.921819,0,0.0,1,0,1,3,352,0,5,2.0,0,0.0,Basque Fatherland and Freedom (ETA)
0,22.451393,86.992203,0,0.0,0,0,2,3,1110,0,5,0.0,0,0.0,Maoists
0,-26.371483,28.408806,0,0.0,1,0,3,3,146,0,6,0.0,1,0.0,African National Congress (South Africa)
0,47.927954,37.371645,0,1.0,1,0,7,1,658,0,5,1.0,1,0.0,Donetsk People's Republic
0,48.187149,38.342617,1,0.0,1,0,2,4,48,0,6,0.0,-9,0.0,Donetsk People's Republic
0,8.455393,125.159241,0,0.0,1,0,2,4,234,0,5,1.0,-9,0.0,New People's Army (NPA)
0,18.792596,80.813556,0,0.0,1,0,3,4,12,0,6,1.0,0,0.0,Maoists
0,31.704338,35.194355,0,0.0,1,0,2,14,1376,0,8,0.0,1,0.0,Palestinians
0,41.918891,8.737554,0,0.0,1,0,3,20,582,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,19.583449,83.501022,0,0.0,1,0,3,3,85,0,6,0.0,1,0.0,Maoists
0,32.56699,69.831711,0,0.0,1,0,2,4,20,0,5,1.0,-9,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,32.222271,35.253506,0,0.0,0,0,7,2,1374,0,8,0.0,1,0.0,Palestinians
1,32.069286,20.151144,0,0.0,1,0,1,12,1168,0,5,1.0,0,1.0,Muslim extremists
0,-25.785669,31.051162,1,0.0,1,0,3,3,132,0,6,0.0,1,0.0,African National Congress (South Africa)
0,33.303566,44.371773,1,0.0,0,0,2,7,206,0,5,0.0,-9,0.0,Al-Qaida in Iraq
0,4.667128,-74.106056,0,0.0,1,0,3,21,1234,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,31.082872,34.146267,0,1.0,1,0,2,4,20,0,6,1.0,0,0.0,Muslim extremists
0,33.994591,44.357273,0,1.0,1,0,3,14,346,0,6,0.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,12.825647,44.846416,0,1.0,1,1,3,3,217,0,6,1.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,54.787715,-6.492314,0,0.0,1,0,3,1,399,0,6,1.0,1,0.0,Irish Republican Army (IRA)
0,13.808917,-89.228637,0,0.0,1,0,2,14,696,0,5,1.0,1,1.0,Farabundo Marti National Liberation Front (FMLN)
0,37.922218,40.184376,0,0.0,1,0,3,2,915,0,6,1.0,1,0.0,Kurdistan Workers' Party (PKK)
0,12.825647,44.846416,0,0.0,0,0,1,2,243,0,5,0.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,24.817011,93.936844,0,0.0,1,0,7,1,1296,0,8,0.0,1,0.0,New People's Army (NPA)
0,31.530243,35.094162,0,0.0,1,0,3,15,1399,0,6,0.0,1,0.0,Palestinians
0,13.62679,-85.8254,0,0.0,1,0,2,2,1338,0,5,5.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,32.690185,62.735282,0,0.0,1,0,2,4,189,0,5,1.0,0,0.0,Taliban
0,37.884727,-4.779152,0,1.0,0,0,3,3,354,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,6.050458,121.012245,0,0.0,1,0,3,1,49,0,6,2.0,-9,0.0,Abu Sayyaf Group (ASG)
0,11.156907,12.756605,0,1.0,1,0,2,14,13,0,6,17.0,0,0.0,Boko Haram
0,9.688993,8.165353,0,0.0,1,0,2,14,27,0,5,5.0,0,0.0,Fulani extremists
0,7.243889,-76.435556,0,0.0,1,0,2,4,332,0,5,3.0,1,0.0,National Liberation Army of Colombia (ELN)
0,13.716667,-89.233333,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,8.834273,80.051047,0,0.0,1,0,6,3,929,0,5,90.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,31.771599,35.2034,0,0.0,1,0,3,7,1411,0,6,0.0,1,0.0,Palestinians
0,37.157409,42.567582,1,0.0,1,0,7,1,918,0,5,0.0,1,0.0,Kurdistan Workers' Party (PKK)
0,31.502407,34.459743,0,1.0,1,0,1,14,1404,0,5,1.0,0,0.0,Palestinians
0,19.311728,84.691057,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
0,33.303566,44.371773,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Islamic State of Iraq and the Levant (ISIL)
0,34.956583,70.754129,0,0.0,1,0,2,4,291,0,5,9.0,0,0.0,Taliban
0,39.54068,43.682701,0,0.0,1,0,2,4,332,0,5,19.0,1,0.0,Kurdistan Workers' Party (PKK)
0,15.45639,45.324871,0,0.0,1,0,3,4,217,0,6,0.0,0,0.0,Houthi extremists (Ansar Allah)
0,8.699823,7.982974,0,1.0,1,0,2,14,27,0,5,2.0,1,0.0,Fulani extremists
0,54.607712,-5.95621,0,1.0,1,0,2,14,802,0,5,0.0,0,0.0,Irish Republican Army (IRA)
0,54.607712,-5.95621,0,0.0,1,0,3,3,825,0,6,1.0,1,0.0,Irish Republican Army (IRA)
0,54.607712,-5.95621,0,0.0,1,0,3,1,818,0,6,0.0,1,0.0,Irish Republican Army (IRA)
0,31.502407,34.459743,0,0.0,1,0,3,14,1414,0,6,0.0,1,0.0,Palestinians
0,31.070501,35.030529,0,0.0,1,0,3,14,1390,0,6,0.0,1,0.0,Palestinians
0,37.606967,42.748044,0,0.0,1,0,2,4,332,0,5,1.0,1,0.0,Kurdistan Workers' Party (PKK)
0,18.257257,81.298996,1,0.0,1,0,3,4,1119,0,6,0.0,0,0.0,Maoists
0,7.219392,81.849757,0,0.0,1,0,3,14,962,0,6,8.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,22.258652,71.192381,0,0.0,1,0,6,2,1121,0,5,0.0,0,1.0,Maoists
1,7.188989,125.456432,0,0.0,1,0,6,14,1293,0,5,1.0,0,1.0,New People's Army (NPA)
0,-14.105709,-72.615117,0,1.0,1,0,2,14,1557,0,5,0.0,1,0.0,Shining Path (SL)
0,19.362415,81.181007,0,0.0,1,0,3,3,12,0,6,0.0,-9,0.0,Maoists
0,47.927954,37.371645,0,1.0,1,0,7,9,648,0,5,1.0,1,0.0,Donetsk People's Republic
0,31.147131,75.341218,0,1.0,1,0,1,14,1618,0,5,1.0,0,0.0,Sikh Extremists
0,7.487471,9.236722,0,0.0,1,0,2,14,27,0,5,5.0,0,0.0,Fulani extremists
0,31.502407,34.459743,0,0.0,1,0,1,14,1382,0,9,1.0,0,0.0,Palestinians
0,13.416667,-88.5,0,1.0,1,0,3,21,693,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,31.633078,74.878288,1,0.0,1,0,2,3,332,0,5,1.0,1,0.0,Sikh Extremists
0,42.6042,8.929852,0,1.0,1,0,3,14,595,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,8.577826,81.218719,0,0.0,1,0,3,3,957,0,6,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,19.853635,80.635241,0,0.0,1,0,2,14,1112,0,5,1.0,0,0.0,Maoists
0,48.596962,37.998299,0,0.0,1,0,3,4,641,0,6,0.0,1,0.0,Donetsk People's Republic
0,39.10617,39.548259,0,0.0,0,0,2,4,927,0,5,0.0,-9,0.0,Kurdistan Workers' Party (PKK)
0,7.894399,7.785072,0,1.0,1,0,2,14,27,0,5,4.0,0,0.0,Fulani extremists
0,-11.967368,-76.978462,0,1.0,1,0,2,19,56,0,8,0.0,1,0.0,Shining Path (SL)
0,15.168486,-4.431083,0,0.0,1,0,1,2,1152,0,5,1.0,0,0.0,Muslim extremists
0,19.595851,81.663777,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
0,8.058913,125.861375,0,0.0,1,0,3,4,12,0,6,0.0,0,0.0,New People's Army (NPA)
0,2.059819,45.326115,0,0.0,1,0,3,4,258,0,6,0.0,0,0.0,Al-Shabaab
0,8.5922,81.196796,0,0.0,1,0,3,19,970,0,6,1.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,18.184536,81.411415,0,0.0,1,0,3,3,1099,0,6,2.0,1,0.0,Maoists
0,34.399525,45.142685,0,0.0,1,0,3,14,250,0,6,0.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,7.116294,-73.120026,0,1.0,1,0,3,15,1203,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,14.533328,49.133252,0,0.0,1,0,2,2,239,0,5,2.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,13.37984,-86.48075,0,0.0,1,0,2,4,672,0,5,12.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,2.535935,-75.52767,0,0.0,1,0,2,2,1498,0,5,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,7.515731,123.172442,0,0.0,1,0,2,4,1264,0,5,4.0,1,0.0,New People's Army (NPA)
0,43.291618,-1.977903,0,0.0,1,0,3,3,384,0,6,1.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,6.872087,81.72263,0,0.0,1,0,3,3,377,0,6,8.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,31.784801,65.755234,0,0.0,1,1,3,4,1677,0,6,10.0,1,0.0,Taliban
